spk	uid	orig_s	trim_s	ratio	mora	mora_per_s	cutoff_hz	band
cv_0015	common_voice_ja_42053660	3.168	1.776	0.561	16	9.01		
cv_0015	common_voice_ja_42053693	2.592	1.068	0.412	9	8.43		
cv_0015	common_voice_ja_42053557	2.916	1.068	0.366	9	8.43		
cv_0015	common_voice_ja_42053665	3.024	1.556	0.515	14	9.00		
cv_0015	common_voice_ja_42053652	2.448	1.800	0.735	6	3.33		
cv_0015	common_voice_ja_42053544	5.652	2.566	0.454	13	5.07		
cv_0015	common_voice_ja_42053629	2.520	1.393	0.553	6	4.31		
cv_0015	common_voice_ja_42053677	3.852	1.916	0.497	0			
cv_0015	common_voice_ja_42053610	4.140	2.543	0.614	0			
cv_0015	common_voice_ja_42053672	9.360	7.663	0.819	0			
cv_0015	common_voice_ja_42053642	2.232	0.755	0.338	6	7.95		
cv_0015	common_voice_ja_42053667	6.588	5.399	0.820	36	6.67		
cv_0015	common_voice_ja_42053671	3.024	2.450	0.810	14	5.71		
cv_0015	common_voice_ja_42053546	3.780	2.113	0.559	9	4.26		
cv_0015	common_voice_ja_42053639	4.356	2.659	0.610	21	7.90		
cv_0015	common_voice_ja_42053691	3.132	1.672	0.534	0			
cv_0015	common_voice_ja_42053659	3.204	1.985	0.620	17	8.56		
cv_0015	common_voice_ja_42053694	2.880	1.463	0.508	13	8.89		
cv_0015	common_voice_ja_42053551	4.824	3.437	0.712	0			
cv_0015	common_voice_ja_42053602	6.192	5.294	0.855	0			
cv_0015	common_voice_ja_42053669	2.304	1.718	0.746	7	4.07		
cv_0015	common_voice_ja_42053685	3.312	2.519	0.761	15	5.95		
cv_0015	common_voice_ja_42053598	4.212	2.345	0.557	0			
cv_0015	common_voice_ja_42053687	3.168	2.067	0.652	0			
cv_0015	common_voice_ja_42053692	3.348	1.985	0.593	17	8.56		
cv_0015	common_voice_ja_42053612	4.068	2.670	0.656	23	8.61		
cv_0015	common_voice_ja_42053651	3.024	1.556	0.515	12	7.71		
cv_0015	common_voice_ja_42053590	2.412	1.265	0.524	0			
cv_0015	common_voice_ja_42053572	4.284	3.762	0.878	22	5.85		
cv_0015	common_voice_ja_42053653	2.916	1.869	0.641	11	5.89		
cv_0015	common_voice_ja_42053698	3.132	1.463	0.467	14	9.57		
cv_0015	common_voice_ja_42053654	2.988	2.113	0.707	13	6.15		
cv_0015	common_voice_ja_42053656	3.204	1.741	0.543	14	8.04		
cv_0015	common_voice_ja_42053571	3.132	1.800	0.575	11	6.11		
cv_0015	common_voice_ja_42053695	3.024	1.463	0.484	12	8.20		
cv_0015	common_voice_ja_42053661	2.052	0.580	0.283	4	6.90		
cv_0015	common_voice_ja_42053627	3.708	2.461	0.664	0			
cv_0015	common_voice_ja_42053630	4.032	2.438	0.605	19	7.79		
cv_0015	common_voice_ja_42053593	7.848	5.886	0.750	0			
cv_0015	common_voice_ja_42053549	3.672	1.695	0.462	11	6.49		
cv_0015	common_voice_ja_42053553	4.536	3.088	0.681	19	6.15		
cv_0015	common_voice_ja_42053547	3.816	1.277	0.335	0			
cv_0015	common_voice_ja_42053649	2.664	1.451	0.545	0			
cv_0015	common_voice_ja_42053554	3.924	1.579	0.402	12	7.60		
cv_0015	common_voice_ja_42053601	5.040	3.808	0.756	0			
cv_0015	common_voice_ja_42053662	2.304	1.022	0.444	9	8.81		
cv_0015	common_voice_ja_42053640	9.972	8.754	0.878	0			
cv_0015	common_voice_ja_42053678	2.592	1.428	0.551	0			
cv_0015	common_voice_ja_42053613	4.860	3.088	0.635	0			
cv_0015	common_voice_ja_42053668	2.556	1.985	0.777	13	6.55		
cv_0015	common_voice_ja_42053688	2.952	1.382	0.468	12	8.68		
cv_0015	common_voice_ja_42053545	6.984	4.412	0.632	32	7.25		
cv_0015	common_voice_ja_42053689	2.664	1.858	0.697	11	5.92		
cv_0015	common_voice_ja_42053664	2.880	1.614	0.560	14	8.67		
cv_0016	common_voice_ja_36869694	4.356	3.100	0.712	20	6.45	10842.088746488764	~11-12k(源22-24k)
cv_0016	common_voice_ja_36869781	2.736	1.393	0.509	10	7.18	10725.688476562498	~11-12k(源22-24k)
cv_0016	common_voice_ja_36869750	2.232	0.731	0.328	5	6.84		
cv_0016	common_voice_ja_36869775	3.348	2.450	0.732	20	8.16		
cv_0016	common_voice_ja_36869722	4.968	3.483	0.701	28	8.04		
cv_0016	common_voice_ja_36869723	4.248	2.844	0.669	0			
cv_0016	common_voice_ja_36869776	3.492	2.310	0.662	19	8.23		
cv_0016	common_voice_ja_36869623	3.384	1.869	0.552	13	6.96		
cv_0016	common_voice_ja_36869602	5.112	2.868	0.561	20	6.97		
cv_0016	common_voice_ja_36869614	4.752	2.624	0.552	18	6.86		
cv_0016	common_voice_ja_36869720	2.952	1.416	0.480	11	7.77		
cv_0016	common_voice_ja_36869642	4.248	2.392	0.563	0			
cv_0016	common_voice_ja_36869763	3.528	2.241	0.635	18	8.03		
cv_0016	common_voice_ja_36869764	3.960	2.589	0.654	18	6.95		
cv_0016	common_voice_ja_36869691	5.328	2.984	0.560	21	7.04		
cv_0016	common_voice_ja_36869675	6.192	4.667	0.754	33	7.07		
cv_0016	common_voice_ja_36869717	2.592	1.242	0.479	0			
cv_0016	common_voice_ja_36869732	4.176	3.228	0.773	23	7.13		
cv_0016	common_voice_ja_36869622	5.292	3.344	0.632	24	7.18		
cv_0016	common_voice_ja_36869613	5.256	2.984	0.568	21	7.04		
cv_0016	common_voice_ja_36869639	6.444	4.180	0.649	0			
cv_0016	common_voice_ja_36869704	2.988	1.474	0.493	11	7.46		
cv_0016	common_voice_ja_36869678	4.680	2.902	0.620	0			
cv_0016	common_voice_ja_36869719	3.168	1.730	0.546	14	8.09		
cv_0016	common_voice_ja_36869695	4.428	3.587	0.810	24	6.69		
cv_0016	common_voice_ja_36869667	4.536	3.181	0.701	27	8.49		
cv_0016	common_voice_ja_36869626	2.700	1.068	0.396	0			
cv_0016	common_voice_ja_36869742	3.816	2.856	0.748	19	6.65		
cv_0016	common_voice_ja_36869603	3.960	2.380	0.601	11	4.62		
cv_0016	common_voice_ja_36869640	4.428	2.844	0.642	20	7.03		
cv_0016	common_voice_ja_36869677	3.996	2.937	0.735	19	6.47		
cv_0016	common_voice_ja_36869787	3.924	2.183	0.556	17	7.79		
cv_0016	common_voice_ja_36869724	5.400	4.122	0.763	35	8.49		
cv_0016	common_voice_ja_36869624	3.816	2.090	0.548	14	6.70		
cv_0016	common_voice_ja_36869748	9.396	7.883	0.839	66	8.37		
cv_0016	common_voice_ja_36869739	3.636	2.090	0.575	19	9.09		
cv_0016	common_voice_ja_36869767	4.320	2.426	0.562	22	9.07		
cv_0016	common_voice_ja_36869712	4.068	2.415	0.594	20	8.28		
cv_0016	common_voice_ja_36869714	2.916	1.405	0.482	10	7.12		
cv_0016	common_voice_ja_36869778	5.364	4.725	0.881	32	6.77		
cv_0016	common_voice_ja_36869731	4.320	3.413	0.790	23	6.74		
cv_0016	common_voice_ja_36869643	3.060	2.554	0.835	11	4.31		
cv_0016	common_voice_ja_36869701	5.544	4.621	0.834	31	6.71		
cv_0016	common_voice_ja_36869616	3.816	2.485	0.651	11	4.43		
cv_0016	common_voice_ja_36869666	3.744	2.844	0.760	19	6.68		
cv_0016	common_voice_ja_36869752	6.516	5.213	0.800	0			
cv_0016	common_voice_ja_36869674	3.564	3.030	0.850	0			
cv_0016	common_voice_ja_36869664	5.652	5.155	0.912	0			
cv_0016	common_voice_ja_36869725	4.860	3.390	0.698	26	7.67		
cv_0016	common_voice_ja_36869718	3.420	2.125	0.621	16	7.53		
cv_0016	common_voice_ja_36869641	5.112	3.379	0.661	25	7.40		
cv_0016	common_voice_ja_36869715	2.844	1.521	0.535	12	7.89		
cv_0017	common_voice_ja_37581747	8.532	7.070	0.829	75	10.61	10641.574622844826	~11-12k(源22-24k)
cv_0017	common_voice_ja_37581667	9.396	8.464	0.901	0		10591.263985339505	~11-12k(源22-24k)
cv_0017	common_voice_ja_37660830	9.540	8.812	0.924	78	8.85		
cv_0017	common_voice_ja_37649886	10.404	8.847	0.850	82	9.27		
cv_0017	common_voice_ja_37574674	8.712	7.326	0.841	68	9.28		
cv_0017	common_voice_ja_37581773	7.416	6.130	0.827	59	9.62		
cv_0017	common_voice_ja_37660987	10.116	8.673	0.857	0			
cv_0017	common_voice_ja_37575070	6.084	4.632	0.761	40	8.64		
cv_0017	common_voice_ja_37581738	9.108	7.941	0.872	81	10.20		
cv_0017	common_voice_ja_37574675	8.496	6.745	0.794	60	8.90		
cv_0017	common_voice_ja_37575323	9.792	7.883	0.805	74	9.39		
cv_0017	common_voice_ja_37576479	9.684	8.371	0.864	0			
cv_0017	common_voice_ja_37660843	7.920	6.118	0.772	58	9.48		
cv_0017	common_voice_ja_37660809	3.240	1.440	0.444	11	7.64		
cv_0017	common_voice_ja_37660568	9.648	8.499	0.881	78	9.18		
cv_0017	common_voice_ja_37574959	10.044	8.742	0.870	0			
cv_0017	common_voice_ja_37661317	9.468	8.371	0.884	0			
cv_0017	common_voice_ja_37575083	8.244	6.397	0.776	55	8.60		
cv_0017	common_voice_ja_37594199	7.560	5.944	0.786	0			
cv_0017	common_voice_ja_37649859	9.720	8.789	0.904	0			
cv_0017	common_voice_ja_37649832	9.396	7.697	0.819	71	9.22		
cv_0017	common_voice_ja_37581798	7.848	6.861	0.874	0			
cv_0017	common_voice_ja_37661261	9.540	7.825	0.820	70	8.95		
cv_0017	common_voice_ja_37661334	9.648	8.255	0.856	0			
cv_0017	common_voice_ja_37649910	8.856	7.047	0.796	0			
cv_0017	common_voice_ja_37576489	9.180	8.205	0.894	0			
cv_0017	common_voice_ja_37661217	10.116	8.522	0.842	77	9.04		
cv_0017	common_voice_ja_37581712	9.180	7.523	0.819	0			
cv_0017	common_voice_ja_37575235	8.928	8.220	0.921	0			
cv_0017	common_voice_ja_37661216	9.000	7.349	0.817	63	8.57		
cv_0017	common_voice_ja_37661042	10.260	8.684	0.846	0			
cv_0017	common_voice_ja_37576453	9.936	8.011	0.806	78	9.74		
cv_0017	common_voice_ja_37649925	9.864	8.290	0.840	0			
cv_0017	common_voice_ja_37660865	8.928	6.293	0.705	59	9.38		
cv_0017	common_voice_ja_37646510	9.468	7.825	0.826	67	8.56		
cv_0017	common_voice_ja_37575322	8.028	6.490	0.808	57	8.78		
cv_0017	common_voice_ja_37575072	9.612	7.837	0.815	72	9.19		
cv_0017	common_voice_ja_37660893	6.372	4.621	0.725	43	9.31		
cv_0017	common_voice_ja_37660883	9.252	7.767	0.839	69	8.88		
cv_0017	common_voice_ja_37576450	6.192	4.830	0.780	50	10.35		
cv_0017	common_voice_ja_37649902	10.584	8.742	0.826	78	8.92		
cv_0017	common_voice_ja_37575397	9.288	7.941	0.855	71	8.94		
cv_0017	common_voice_ja_37660804	9.000	7.279	0.809	67	9.20		
cv_0017	common_voice_ja_37576461	10.116	8.313	0.822	0			
cv_0017	common_voice_ja_37661259	7.740	6.304	0.814	57	9.04		
cv_0017	common_voice_ja_37575246	10.584	9.242	0.873	76	8.22		
cv_0017	common_voice_ja_37581825	7.200	5.410	0.751	0			
cv_0017	common_voice_ja_37660966	9.684	7.825	0.808	68	8.69		
cv_0017	common_voice_ja_37660841	8.172	7.082	0.867	62	8.75		
cv_0017	common_voice_ja_37575141	6.012	4.481	0.745	36	8.03		
cv_0017	common_voice_ja_37581627	9.288	7.872	0.848	0			
cv_0017	common_voice_ja_37649943	10.548	9.102	0.863	84	9.23		
cv_0017	common_voice_ja_37575084	9.216	7.372	0.800	0			
cv_0017	common_voice_ja_37661091	9.864	8.057	0.817	0			
cv_0017	common_voice_ja_37649924	7.956	6.002	0.754	53	8.83		
cv_0017	common_voice_ja_37576443	9.972	8.789	0.881	0			
cv_0017	common_voice_ja_37594130	8.964	7.396	0.825	0			
cv_0017	common_voice_ja_37581708	8.964	7.465	0.833	79	10.58		
cv_0017	common_voice_ja_37649911	8.424	6.803	0.808	60	8.82		
cv_0017	common_voice_ja_37574918	8.604	7.512	0.873	0			
cv_0017	common_voice_ja_37576441	10.008	8.580	0.857	0			
cv_0017	common_voice_ja_37581881	9.792	8.858	0.905	0			
cv_0017	common_voice_ja_37574563	9.468	7.233	0.764	70	9.68		
cv_0017	common_voice_ja_37660822	9.468	8.278	0.874	61	7.37		
cv_0017	common_voice_ja_37661268	7.956	6.235	0.784	55	8.82		
cv_0017	common_voice_ja_37594201	10.080	8.719	0.865	78	8.95		
cv_0017	common_voice_ja_37649916	10.440	8.742	0.837	0			
cv_0017	common_voice_ja_37649871	9.360	7.883	0.842	69	8.75		
cv_0017	common_voice_ja_37581749	7.668	6.060	0.790	58	9.57		
cv_0017	common_voice_ja_37660869	9.324	7.593	0.814	64	8.43		
cv_0017	common_voice_ja_37660882	8.928	7.535	0.844	0			
cv_0017	common_voice_ja_37661336	10.512	9.985	0.950	67	6.71		
cv_0017	common_voice_ja_37660820	9.000	7.175	0.797	61	8.50		
cv_0017	common_voice_ja_37581665	9.108	7.616	0.836	0			
cv_0017	common_voice_ja_37575190	9.792	8.115	0.829	75	9.24		
cv_0017	common_voice_ja_37581831	7.812	6.304	0.807	67	10.63		
cv_0017	common_voice_ja_37649941	8.280	6.409	0.774	58	9.05		
cv_0017	common_voice_ja_37661320	10.188	9.125	0.896	0			
cv_0017	common_voice_ja_37660921	7.272	5.573	0.766	0			
cv_0017	common_voice_ja_37661062	9.432	7.825	0.830	0			
cv_0017	common_voice_ja_37649909	9.216	7.442	0.808	66	8.87		
cv_0017	common_voice_ja_37660867	8.496	7.558	0.890	63	8.34		
cv_0017	common_voice_ja_37661063	8.640	7.454	0.863	68	9.12		
cv_0017	common_voice_ja_37661332	7.236	5.573	0.770	50	8.97		
cv_0017	common_voice_ja_37579443	8.532	7.349	0.861	65	8.84		
cv_0017	common_voice_ja_37649926	9.036	7.291	0.807	72	9.88		
cv_0017	common_voice_ja_37581750	9.720	8.336	0.858	0			
cv_0017	common_voice_ja_37581721	6.876	4.946	0.719	40	8.09		
cv_0017	common_voice_ja_37660834	8.280	7.012	0.847	63	8.98		
cv_0017	common_voice_ja_37660836	8.892	7.709	0.867	68	8.82		
cv_0017	common_voice_ja_37649857	9.000	7.419	0.824	63	8.49		
cv_0017	common_voice_ja_37581922	9.936	7.872	0.792	73	9.27		
cv_0017	common_voice_ja_37594161	10.368	8.777	0.847	0			
cv_0017	common_voice_ja_37660914	9.792	7.802	0.797	67	8.59		
cv_0017	common_voice_ja_37660824	7.704	6.351	0.824	54	8.50		
cv_0017	common_voice_ja_37581973	8.352	7.326	0.877	0			
cv_0017	common_voice_ja_37646497	10.044	8.139	0.810	75	9.21		
cv_0017	common_voice_ja_37576499	10.008	7.616	0.761	0			
cv_0017	common_voice_ja_37646519	8.928	7.349	0.823	65	8.84		
cv_0017	common_voice_ja_37574561	10.188	9.265	0.909	68	7.34		
cv_0017	common_voice_ja_37574564	7.992	6.618	0.828	66	9.97		
cv_0017	common_voice_ja_37594195	8.964	7.152	0.798	73	10.21		
cv_0017	common_voice_ja_37660651	8.172	6.525	0.798	57	8.74		
cv_0017	common_voice_ja_37581709	7.308	5.654	0.774	60	10.61		
cv_0017	common_voice_ja_37660912	10.368	8.893	0.858	78	8.77		
cv_0017	common_voice_ja_37581722	9.000	7.338	0.815	0			
cv_0017	common_voice_ja_37576459	7.380	5.724	0.776	52	9.08		
cv_0017	common_voice_ja_37575143	9.756	7.814	0.801	73	9.34		
cv_0017	common_voice_ja_37646454	10.368	9.590	0.925	0			
cv_0017	common_voice_ja_37581737	8.424	6.722	0.798	0			
cv_0017	common_voice_ja_37575399	6.732	5.016	0.745	53	10.57		
cv_0017	common_voice_ja_37575044	10.044	9.044	0.900	77	8.51		
cv_0017	common_voice_ja_37576510	7.308	6.002	0.821	57	9.50		
cv_0017	common_voice_ja_37660838	8.640	7.477	0.865	0			
cv_0017	common_voice_ja_37579435	7.992	6.165	0.771	0			
cv_0017	common_voice_ja_37574884	10.224	9.195	0.899	0			
cv_0017	common_voice_ja_37581797	8.496	7.488	0.881	64	8.55		
cv_0017	common_voice_ja_37661319	8.568	7.407	0.864	63	8.51		
cv_0017	common_voice_ja_37646533	9.504	7.697	0.810	0			
cv_0017	common_voice_ja_37576442	8.064	6.269	0.777	59	9.41		
cv_0017	common_voice_ja_37660970	8.424	7.036	0.835	64	9.10		
cv_0017	common_voice_ja_37661085	9.648	7.779	0.806	0			
cv_0017	common_voice_ja_37649872	9.756	7.825	0.802	0			
cv_0017	common_voice_ja_37661266	7.704	5.747	0.746	54	9.40		
cv_0017	common_voice_ja_37660819	8.496	6.815	0.802	60	8.80		
cv_0017	common_voice_ja_37660886	9.396	7.918	0.843	0			
cv_0017	common_voice_ja_37575427	8.712	7.465	0.857	64	8.57		
cv_0017	common_voice_ja_37575098	9.756	8.499	0.871	73	8.59		
cv_0017	common_voice_ja_37660946	6.660	4.307	0.647	0			
cv_0017	common_voice_ja_37575324	10.296	8.545	0.830	0			
cv_0017	common_voice_ja_37575096	9.252	7.082	0.765	67	9.46		
cv_0017	common_voice_ja_37646531	9.000	7.291	0.810	61	8.37		
cv_0017	common_voice_ja_37581849	9.396	7.999	0.851	0			
cv_0017	common_voice_ja_37575349	9.756	8.707	0.892	0			
cv_0017	common_voice_ja_37661267	10.296	9.056	0.880	73	8.06		
cv_0017	common_voice_ja_37660990	9.180	7.454	0.812	71	9.53		
cv_0017	common_voice_ja_37661107	9.252	7.697	0.832	69	8.96		
cv_0017	common_voice_ja_37575071	9.252	7.732	0.836	0			
cv_0017	common_voice_ja_37581879	6.084	4.470	0.735	50	11.19		
cv_0017	common_voice_ja_37581719	10.368	9.149	0.882	84	9.18		
cv_0017	common_voice_ja_37575042	8.604	7.175	0.834	66	9.20		
cv_0017	common_voice_ja_37575395	9.252	7.883	0.852	0			
cv_0017	common_voice_ja_37576502	9.036	7.361	0.815	61	8.29		
cv_0017	common_voice_ja_37575165	10.512	9.033	0.859	0			
cv_0017	common_voice_ja_37660949	7.524	6.095	0.810	0			
cv_0017	common_voice_ja_37661219	9.432	7.663	0.812	67	8.74		
cv_0017	common_voice_ja_37576480	10.008	8.475	0.847	74	8.73		
cv_0017	common_voice_ja_37581748	10.224	8.649	0.846	84	9.71		
cv_0017	common_voice_ja_37594105	8.748	6.908	0.790	0			
cv_0017	common_voice_ja_37581938	9.576	8.092	0.845	80	9.89		
cv_0017	common_voice_ja_37661285	8.964	7.837	0.874	0			
cv_0017	common_voice_ja_37660965	9.900	8.336	0.842	75	9.00		
cv_0017	common_voice_ja_37646496	8.928	7.605	0.852	0			
cv_0017	common_voice_ja_37646419	9.576	8.046	0.840	76	9.45		
cv_0017	common_voice_ja_37649917	7.668	5.933	0.774	52	8.76		
cv_0017	common_voice_ja_37660837	8.604	7.384	0.858	67	9.07		
cv_0017	common_voice_ja_37660602	9.360	7.802	0.834	0			
cv_0017	common_voice_ja_37575040	9.216	8.069	0.876	0			
cv_0017	common_voice_ja_37660825	10.260	8.882	0.866	67	7.54		
cv_0017	common_voice_ja_37660967	9.936	8.510	0.856	79	9.28		
cv_0017	common_voice_ja_37594206	7.632	6.118	0.802	0			
cv_0017	common_voice_ja_37649887	8.316	6.467	0.778	63	9.74		
cv_0017	common_voice_ja_37576462	9.612	7.512	0.782	0			
cv_0017	common_voice_ja_37661115	7.992	6.397	0.800	62	9.69		
cv_0017	common_voice_ja_37594146	8.280	6.827	0.825	63	9.23		
cv_0017	common_voice_ja_37579440	7.848	6.165	0.786	0			
cv_0017	common_voice_ja_37575080	10.404	8.417	0.809	77	9.15		
cv_0017	common_voice_ja_37661291	10.260	8.626	0.841	77	8.93		
cv_0017	common_voice_ja_37660566	9.324	7.895	0.847	0			
cv_0017	common_voice_ja_37581828	8.964	7.523	0.839	0			
cv_0017	common_voice_ja_37576491	9.036	7.361	0.815	74	10.05		
cv_0017	common_voice_ja_37661269	9.684	8.162	0.843	70	8.58		
cv_0017	common_voice_ja_37661066	9.864	8.638	0.876	70	8.10		
cv_0017	common_voice_ja_37575188	8.532	7.268	0.852	59	8.12		
cv_0017	common_voice_ja_37575320	10.584	8.905	0.841	80	8.98		
cv_0017	common_voice_ja_37576463	9.828	8.580	0.873	77	8.97		
cv_0017	common_voice_ja_37581830	6.588	5.190	0.788	48	9.25		
cv_0017	common_voice_ja_37594162	7.380	6.165	0.835	0			
cv_0017	common_voice_ja_37660682	10.512	9.358	0.890	0			
cv_0017	common_voice_ja_37581850	9.036	7.129	0.789	0			
cv_0017	common_voice_ja_37581917	8.496	7.349	0.865	58	7.89		
cv_0017	common_voice_ja_37660969	8.172	6.385	0.781	57	8.93		
cv_0017	common_voice_ja_37661064	10.116	8.429	0.833	0			
cv_0017	common_voice_ja_37576452	9.576	7.976	0.833	77	9.65		
cv_0017	common_voice_ja_37594070	8.424	6.641	0.788	0			
cv_0017	common_voice_ja_37582013	10.368	9.207	0.888	88	9.56		
cv_0017	common_voice_ja_37649855	8.172	6.223	0.762	55	8.84		
cv_0017	common_voice_ja_37581778	7.704	6.444	0.836	64	9.93		
cv_0017	common_voice_ja_37660951	9.072	7.349	0.810	0			
cv_0017	common_voice_ja_37660853	10.332	8.754	0.847	0			
cv_0017	common_voice_ja_37660634	10.260	8.696	0.848	74	8.51		
cv_0017	common_voice_ja_37660895	9.396	7.674	0.817	69	8.99		
cv_0017	common_voice_ja_37594108	8.280	6.583	0.795	0			
cv_0017	common_voice_ja_37649833	8.532	6.943	0.814	0			
cv_0017	common_voice_ja_37660603	10.224	8.336	0.815	73	8.76		
cv_0017	common_voice_ja_37575233	10.368	8.673	0.837	74	8.53		
cv_0017	common_voice_ja_37660833	7.704	6.293	0.817	49	7.79		
cv_0017	common_voice_ja_37575421	7.308	5.979	0.818	56	9.37		
cv_0017	common_voice_ja_37574919	8.388	6.594	0.786	62	9.40		
cv_0018	common_voice_ja_38856565	2.880	1.486	0.516	0		6873.802185058594	<9k(電話帯域級?)
cv_0018	common_voice_ja_38856645	5.040	3.982	0.790	30	7.53	7058.370535714286	<9k(電話帯域級?)
cv_0018	common_voice_ja_38856636	5.688	4.400	0.774	36	8.18		
cv_0018	common_voice_ja_38856523	2.556	1.358	0.531	0			
cv_0018	common_voice_ja_38856422	2.808	1.544	0.550	12	7.77		
cv_0018	common_voice_ja_38856370	5.436	4.063	0.747	30	7.38		
cv_0018	common_voice_ja_38856605	2.808	1.556	0.554	12	7.71		
cv_0018	common_voice_ja_38856623	2.880	1.579	0.548	13	8.23		
cv_0018	common_voice_ja_38856368	2.700	1.149	0.426	0			
cv_0018	common_voice_ja_38856410	3.600	2.148	0.597	0			
cv_0018	common_voice_ja_38856646	2.628	1.300	0.495	8	6.15		
cv_0018	common_voice_ja_38856582	3.420	1.974	0.577	16	8.11		
cv_0018	common_voice_ja_38856583	2.988	1.683	0.563	13	7.72		
cv_0018	common_voice_ja_38856507	4.140	2.601	0.628	24	9.23		
cv_0018	common_voice_ja_38856462	4.320	2.635	0.610	21	7.97		
cv_0018	common_voice_ja_38856563	4.680	3.309	0.707	25	7.56		
cv_0018	common_voice_ja_38856477	2.736	1.149	0.420	8	6.96		
cv_0018	common_voice_ja_38856418	5.688	4.458	0.784	0			
cv_0018	common_voice_ja_38856408	4.068	2.810	0.691	19	6.76		
cv_0018	common_voice_ja_38856496	4.176	2.717	0.651	24	8.83		
cv_0018	common_voice_ja_38856394	2.340	1.405	0.600	0			
cv_0018	common_voice_ja_38856464	3.096	1.649	0.533	0			
cv_0018	common_voice_ja_38856612	4.248	3.019	0.711	24	7.95		
cv_0018	common_voice_ja_38856525	4.176	2.984	0.715	0			
cv_0018	common_voice_ja_38856629	2.736	1.533	0.560	0			
cv_0018	common_voice_ja_38856552	5.076	3.727	0.734	28	7.51		
cv_0018	common_voice_ja_38856598	2.736	1.358	0.496	0			
cv_0018	common_voice_ja_38856567	4.680	3.344	0.715	25	7.48		
cv_0018	common_voice_ja_38856647	6.048	4.783	0.791	36	7.53		
cv_0018	common_voice_ja_38856601	2.268	1.057	0.466	0			
cv_0018	common_voice_ja_38856542	5.328	3.971	0.745	32	8.06		
cv_0018	common_voice_ja_38856619	3.420	1.997	0.584	0			
cv_0018	common_voice_ja_38856489	2.916	1.649	0.566	13	7.88		
cv_0018	common_voice_ja_38856479	2.700	1.416	0.524	11	7.77		
cv_0018	common_voice_ja_38856379	4.500	3.065	0.681	0			
cv_0018	common_voice_ja_38856419	3.888	2.334	0.600	20	8.57		
cv_0018	common_voice_ja_38856449	3.456	2.508	0.726	0			
cv_0018	common_voice_ja_38856465	5.616	4.180	0.744	0			
cv_0018	common_voice_ja_38856466	4.788	3.843	0.803	0			
cv_0018	common_voice_ja_38856424	4.068	2.752	0.676	23	8.36		
cv_0018	common_voice_ja_38856634	2.736	1.579	0.577	0			
cv_0018	common_voice_ja_38856607	2.736	1.358	0.496	0			
cv_0018	common_voice_ja_38856426	2.268	1.393	0.614	0			
cv_0019	common_voice_ja_36353397	4.500	4.122	0.916	23	5.58	11063.335167253521	~11-12k(源22-24k)
cv_0019	common_voice_ja_36350996	4.104	2.113	0.515	0		10632.196514423076	~11-12k(源22-24k)
cv_0019	common_voice_ja_36353714	5.976	5.538	0.927	33	5.96		
cv_0019	common_voice_ja_36353715	5.760	5.317	0.923	33	6.21		
cv_0019	common_voice_ja_36336632	4.680	4.331	0.925	29	6.70		
cv_0019	common_voice_ja_36353482	2.340	1.950	0.833	8	4.10		
cv_0019	common_voice_ja_36353334	4.536	4.110	0.906	0			
cv_0019	common_voice_ja_36353452	4.896	4.690	0.958	24	5.12		
cv_0019	common_voice_ja_36337587	2.844	2.774	0.975	7	2.52		
cv_0019	common_voice_ja_36351100	3.744	3.564	0.952	16	4.49		
cv_0019	common_voice_ja_36351182	3.780	3.088	0.817	22	7.12		
cv_0019	common_voice_ja_36337609	4.032	2.403	0.596	26	10.82		
cv_0019	common_voice_ja_36353768	3.096	2.473	0.799	0			
cv_0019	common_voice_ja_36353398	5.760	5.387	0.935	0			
